"Plot Title: Arnulfo's  Camp rain gage 3"
"#","Date Time, GMT+00:00","Ext. Line Event, 1/100" (LGR S/N: 2246378, SEN S/N: 2246378)","Coupler Attached (LGR S/N: 2246378)","Stopped (LGR S/N: 2246378)","End Of File (LGR S/N: 2246378)"
1,05/04/16 03:41:10 PM,0.00,,,
2,05/05/16 09:57:56 AM,1.00,,,
3,05/07/16 11:24:58 PM,2.00,,,
4,05/07/16 11:47:10 PM,3.00,,,
5,05/08/16 01:27:52 AM,4.00,,,
6,05/08/16 01:39:34 AM,5.00,,,
7,05/08/16 01:42:14 AM,6.00,,,
8,05/08/16 01:47:22 AM,7.00,,,
9,05/08/16 04:32:34 AM,8.00,,,
10,05/08/16 07:19:59 AM,9.00,,,
11,05/08/16 07:24:23 AM,10.00,,,
12,05/08/16 07:29:35 AM,11.00,,,
13,05/08/16 07:41:29 AM,12.00,,,
14,05/08/16 07:42:45 AM,13.00,,,
15,05/08/16 07:44:02 AM,14.00,,,
16,05/08/16 07:44:43 AM,15.00,,,
17,05/08/16 07:45:02 AM,16.00,,,
18,05/08/16 07:45:31 AM,17.00,,,
19,05/08/16 07:46:11 AM,18.00,,,
20,05/08/16 07:53:00 AM,19.00,,,
21,05/08/16 08:48:17 AM,20.00,,,
22,05/08/16 12:23:50 PM,21.00,,,
23,05/08/16 04:50:44 PM,22.00,,,
24,05/10/16 10:29:14 AM,23.00,,,
25,05/10/16 10:31:32 AM,24.00,,,
26,05/10/16 10:46:07 AM,25.00,,,
27,05/10/16 10:51:25 AM,26.00,,,
28,05/10/16 01:07:54 PM,27.00,,,
29,05/10/16 01:26:01 PM,28.00,,,
30,05/10/16 02:50:04 PM,29.00,,,
31,05/10/16 02:52:07 PM,30.00,,,
32,05/10/16 02:55:23 PM,31.00,,,
33,05/10/16 02:57:15 PM,32.00,,,
34,05/10/16 03:00:41 PM,33.00,,,
35,05/10/16 03:07:00 PM,34.00,,,
36,05/10/16 07:39:46 PM,35.00,,,
37,05/10/16 08:09:40 PM,36.00,,,
38,05/13/16 10:20:05 AM,37.00,,,
39,05/15/16 04:46:40 AM,38.00,,,
40,05/15/16 04:58:13 AM,39.00,,,
41,05/15/16 04:58:45 AM,40.00,,,
42,05/15/16 05:01:48 AM,41.00,,,
43,05/15/16 09:58:52 PM,42.00,,,
