Site Name ,PASTUREMIDDLE
Site Number ,5
Logger ,Capacitive Water Level
Logger Serial Number ,6567


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,13/03/2017 , 12:12:02,446,30.1
2,13/03/2017 , 12:12:12,443,28.4
3,13/03/2017 , 12:12:22,443,28.4
4,13/03/2017 , 12:12:32,443,28.4
5,13/03/2017 , 12:12:42,443,28.4
6,13/03/2017 , 12:12:52,443,28.4
7,13/03/2017 , 12:13:02,443,28.4
8,13/03/2017 , 12:13:12,443,28.4
9,13/03/2017 , 12:13:22,443,28.4
10,13/03/2017 , 12:13:32,443,28.4
11,13/03/2017 , 12:13:42,443,28.4
12,13/03/2017 , 12:13:52,443,28.4
13,13/03/2017 , 12:14:02,444,29
14,13/03/2017 , 12:14:12,443,28.4
15,13/03/2017 , 12:14:22,443,28.4
16,13/03/2017 , 12:14:32,443,28.4
17,13/03/2017 , 12:14:42,443,28.4
18,13/03/2017 , 12:14:52,443,28.4
19,13/03/2017 , 12:15:02,444,29
20,13/03/2017 , 12:15:12,445,29.5
21,13/03/2017 , 12:15:22,445,29.5
22,13/03/2017 , 12:15:32,446,30.1
23,13/03/2017 , 12:15:42,445,29.5
24,13/03/2017 , 12:15:52,445,29.5
25,13/03/2017 , 12:16:02,446,30.1
26,13/03/2017 , 12:16:12,445,29.5
27,13/03/2017 , 12:16:22,445,29.5
28,13/03/2017 , 12:16:32,446,30.1
29,13/03/2017 , 12:16:42,445,29.5
30,13/03/2017 , 12:16:52,445,29.5
31,13/03/2017 , 12:17:02,444,29
32,13/03/2017 , 12:17:12,444,29
33,13/03/2017 , 12:17:22,444,29
34,13/03/2017 , 12:17:32,451,32.8
35,13/03/2017 , 12:17:42,449,31.7
36,13/03/2017 , 12:17:52,449,31.7
37,13/03/2017 , 12:18:02,456,35.6
38,13/03/2017 , 12:18:12,456,35.6
39,13/03/2017 , 12:18:22,457,36.2
40,13/03/2017 , 12:18:32,463,39.5
41,13/03/2017 , 12:18:42,463,39.5
42,13/03/2017 , 12:18:52,463,39.5
43,13/03/2017 , 12:19:02,480,48.9
44,13/03/2017 , 12:19:12,480,48.9
45,13/03/2017 , 12:19:22,480,48.9
46,13/03/2017 , 12:19:32,499,59.4
47,13/03/2017 , 12:19:42,499,59.4
48,13/03/2017 , 12:19:52,499,59.4
49,13/03/2017 , 12:20:02,516,68.8
50,13/03/2017 , 12:20:12,515,68.3
51,13/03/2017 , 12:20:22,515,68.3
52,13/03/2017 , 12:20:32,535,79.3
53,13/03/2017 , 12:20:42,536,79.9
54,13/03/2017 , 12:20:52,536,79.9
55,13/03/2017 , 12:21:02,550,87.6
56,13/03/2017 , 12:21:12,551,88.2
57,13/03/2017 , 12:21:22,551,88.2
58,13/03/2017 , 12:21:32,567,97
59,13/03/2017 , 12:21:42,567,97
60,13/03/2017 , 12:21:52,567,97
61,13/03/2017 , 12:22:02,583,105.9
62,13/03/2017 , 12:22:12,583,105.9
63,13/03/2017 , 12:22:22,583,105.9
64,13/03/2017 , 12:22:32,600,115.3
65,13/03/2017 , 12:22:42,600,115.3
66,13/03/2017 , 12:22:52,600,115.3
67,13/03/2017 , 12:23:02,617,124.7
68,13/03/2017 , 12:23:12,617,124.7
69,13/03/2017 , 12:23:22,617,124.7
70,13/03/2017 , 12:23:32,635,134.7
71,13/03/2017 , 12:23:42,634,134.1
72,13/03/2017 , 12:23:52,634,134.1
73,13/03/2017 , 12:24:02,651,143.5
74,13/03/2017 , 12:24:12,651,143.5
75,13/03/2017 , 12:24:22,651,143.5
76,13/03/2017 , 12:24:32,668,153
77,13/03/2017 , 12:24:42,668,153
78,13/03/2017 , 12:24:52,668,153
79,13/03/2017 , 12:25:02,684,161.8
80,13/03/2017 , 12:25:12,684,161.8
81,13/03/2017 , 12:25:22,685,162.4
82,13/03/2017 , 12:25:32,701,171.2
83,13/03/2017 , 12:25:42,701,171.2
84,13/03/2017 , 12:25:52,701,171.2
85,13/03/2017 , 12:26:02,718,180.6
86,13/03/2017 , 12:26:12,718,180.6
87,13/03/2017 , 12:26:22,718,180.6
88,13/03/2017 , 12:26:32,734,189.5
89,13/03/2017 , 12:26:42,734,189.5
90,13/03/2017 , 12:26:52,734,189.5
91,13/03/2017 , 12:27:02,751,198.9
92,13/03/2017 , 12:27:12,751,198.9
93,13/03/2017 , 12:27:22,751,198.9
94,13/03/2017 , 12:27:32,767,207.7
95,13/03/2017 , 12:27:42,767,207.7
96,13/03/2017 , 12:27:52,767,207.7
97,13/03/2017 , 12:28:02,783,216.6
98,13/03/2017 , 12:28:12,784,217.2
99,13/03/2017 , 12:28:22,784,217.2
100,13/03/2017 , 12:28:32,801,226.6
101,13/03/2017 , 12:28:42,801,226.6
102,13/03/2017 , 12:28:52,801,226.6
103,13/03/2017 , 12:29:02,817,235.4
